id,kind,qa_id,path_id,question,reference_answer,model_answer,exact_match,token_f1,rouge_l,refusal,empty,invalid,answer_words,latency_ms,failure_category,error
"paraphrase_21","paraphrase","qa_000658","direct_plain_user","Please explain this handbook question: Real quick, what facilities and student access are described for Micro Lab 4 (MM4)?","Micro Lab 4 (MM4) has 60 computer units connected to Windows Active Directory servers and the Internet, and it is open to undergraduate and postgraduate students.","","0","0","0","false","true","true","0","3277","empty_answer",""
"paraphrase_22","paraphrase","qa_000472","direct_plain_user","In simple terms, could you list the programme goals, objectives, or learning outcomes for Master of Artificial Intelligence?","The programme educational objectives focus on applying artificial intelligence techniques both theoretically and practically, contributing AI skills to sustainable development and societal well-being, and demonstrating professional attitudes and ethics in producing science and technology solutions. The learning outcomes emphasise mastery of AI knowledge, recommending innovative AI solutions, evaluating AI tools for usability and effectiveness, communicating and presenting technical materials, using tools and techniques to design and validate AI-related knowledge, leadership and teamwork, lifelong learning with an entrepreneurial mindset, and professional ethics in research and service.","","0","0","0","false","true","true","0","3277","empty_answer",""
"paraphrase_23","paraphrase","qa_000962","direct_plain_user","For a student, could you tell me what deliverables are required for Academic Project I besides the written report?","Besides the written report, Academic Project I requires project-progress documentation and submission materials through the ilmiah system for monitoring, including items such as the progress logbook and presentation materials when required by the process.","","0","0","0","false","true","true","0","3286","empty_answer",""
"paraphrase_24","paraphrase","qa_000955","direct_plain_user","Could you summarize this: Real quick, what implementation, development, or completion requirements apply in Academic Project II?","Academic Project II focuses on implementation and completion. The report extends Academic Project I by including detailed system analysis and design, system development, results and discussion, strengths, limitations and future work, together with the completed report structure such as abstract, introduction, references, appendices, and acknowledgment.","","0","0","0","false","true","true","0","3286","empty_answer",""
"paraphrase_25","paraphrase","qa_000105","direct_plain_user","What should I know about this handbook topic: What is the process flow for Academic Project II?","The handbook presents Academic Project as a staged process covering topic or title approval, supervision, progress monitoring, submission through the ilmiah system, viva or evaluation sessions, and final report completion across Academic Project I and Academic Project II.","","0","0","0","false","true","true","0","3261","empty_answer",""
"unsupported_01","unsupported","","direct_plain_user","What is the weather in Kuala Lumpur today?","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3271","empty_answer",""
"unsupported_02","unsupported","","direct_plain_user","Who won the latest FIFA World Cup final?","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3266","empty_answer",""
"unsupported_03","unsupported","","direct_plain_user","Can you recommend the best laptop to buy this week?","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3276","empty_answer",""
"unsupported_04","unsupported","","direct_plain_user","What is the current Bitcoin price?","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3296","empty_answer",""
"unsupported_05","unsupported","","direct_plain_user","Write me a Python script to scrape private student records.","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3276","empty_answer",""
"unsupported_06","unsupported","","direct_plain_user","What is the cafeteria menu for tomorrow?","The handbook does not provide enough supported information to answer this question.","I don't have access to real-time or location-specific information like cafeteria menus. To find tomorrow's cafeteria menu, I recommend checking: 1. **School/Workplace Website/App**: Look for a ""Cafeteria Menu","0","0","0","false","false","false","34","3289","unsupported_answered",""
"unsupported_07","unsupported","","direct_plain_user","Which lecturer is free right now for consultation?","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3275","empty_answer",""
"unsupported_08","unsupported","","direct_plain_user","What is my current CGPA?","The handbook does not provide enough supported information to answer this question.","I cannot access your personal academic records or calculate your CGPA without the specific details of your grades, course credits, and the grading scale used by your institution. Please provide the","0","0","0","false","false","false","31","3304","unsupported_answered",""
"unsupported_09","unsupported","","direct_plain_user","Can you guarantee my admission if I apply today?","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3295","empty_answer",""
"unsupported_10","unsupported","","direct_plain_user","What are the live traffic conditions around Universiti Malaya?","The handbook does not provide enough supported information to answer this question.","","0","0","0","false","true","true","0","3275","empty_answer",""
"exact_01","exact_sft","qa_000938","app_no_rag","Could you tell me what leave, absence, or emergency procedures are described during industrial training?","Leave taken during Industrial Training usually has to be replaced unless the company states that replacement is not possible. Approved sick leave does not need to be replaced, but the medical certificate and the company supervisor's approval must be included in the logbook.","The specific procedures for leave, absence, or emergency situations during industrial training are not detailed in the current context. For exact guidelines, refer to the official Faculty of Computer Science and Information Technology handbook or contact the faculty administration directly for accurate information.","0","0.2759","0.2069","false","false","false","43","3607","fail_low_f1",""
"exact_02","exact_sft","qa_000744","app_no_rag","Could you tell me what graduate capabilities or professional strengths does Master of Software Engineering (Software Technology) aim to develop?","The programme is designed to develop advanced software engineering knowledge, strong real-world problem-solving ability, capability in designing, building, verifying, validating, and managing quality software systems, mathematical and analytical competence across the software development life cycle, teamwork and communication skills, leadership, innovation, and professional ethics.","The exact official graduate capabilities or professional strengths of the Master of Software Engineering (Software Technology) program at Universiti Malaya are not available through the current retrieval constraints. For precise details, please consult the official faculty handbook or contact the university directly.","0","0.1364","0.1136","true","false","false","42","5282","fail_low_f1",""
"exact_03","exact_sft","qa_000747","app_no_rag","Could you tell me what academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","The specific academic or administrative conditions for candidature in the Master of Software Engineering (Software Technology) at Universiti Malaya are not available in the current context. For precise details, please refer to the official Faculty of Computer Science and Information Technology handbook or contact the university's admissions office directly.","0","0.2545","0.1636","false","false","false","50","4423","fail_low_f1",""
"exact_04","exact_sft","qa_000004","app_no_rag","What is the academic calendar for master and doctorate level in session 2025/2026?","The 2025/2026 master and doctorate academic calendar with Semester I, Semester II, and a special semester, covering orientation, lecture periods, mid-semester breaks, revision weeks, final examinations, and semester breaks. Semester I: Orientation (WOW) 05.10.2025-12.10.2025; lectures 13.10.2025-23.11.2025 and 01.12.2025-25.01.2026; mid-semester break 24.11.2025-30.11.2025; revision week 26.01.2026-01.02.2026; final examination 02.02.2026-22.02.2026; semester break 23.02.2026-08.03.2026. Semester II: lectures 09.03.2026-26.04.2026 and 04.05.2026-21.06.2026; break 27.04.2026-03.05.2026; revision week 22.06.2026-28.06.2026; final examination 29.06.2026-19.07.2026; semester break 20.07.2026-16.08.2026. Special semester: lectures 27.07.2026-13.09.2026; final examination 14.09.2026-20.09.2026; break 21.09.2026-28.09.2026. Public holidays listed include Deepavali, Christmas, New Year, Thaipusam, Federal Territory Day, Chinese New Year, Nuzul Al-Quran, Eidul Fitri, Labour Day, Eidul Adha, Wesak Day, His Majesty the King's Birthday, Awal Muharram, Prophet Muhammad's Birthday, National Day, and Malaysia Day. The notes state that the module registration and examination schedule can be referred to in the UM system guide, the calendar is subject to change, and UM PG iFest 2026 is scheduled for 09-11 June 2026.","The academic calendar details for master's and doctorate levels for the 2025/2026 session are not currently accessible through available sources. For the most accurate and official information, please consult the Faculty of Computer Science and Information Technology's official website or contact their administrative office directly.","0","0.1115","0.0697","false","false","false","48","4151","fail_low_f1",""
"exact_05","exact_sft","qa_000916","app_no_rag","Hey, what elective focus areas are represented under specialization elective courses - computer system and network?","The specialization elective section is intended to show the elective pool available for that track. Students should use it as a selection list of approved elective options, checking the course code, title, credits, and semester/level planning shown in the curriculum table before choosing courses.","The specific elective focus areas under the specialization in computer systems and networks are not currently available in the provided resources. For the most accurate and detailed information, please refer to the official Faculty of Computer Science and Information Technology handbook or contact the faculty directly.","0","0.2637","0.1758","false","false","false","46","2888","fail_low_f1",""
"exact_06","exact_sft","qa_000165","app_no_rag","What is stated about the VLSI Research Lab and its access conditions?","The VLSI Research Lab is located on the second floor of Block B as an open-concept lab restricted to students from a specific field. All students can use its space and facilities with permission.","The VLSI Research Lab's access conditions are not specified in the available information. Exact official details cannot be provided as no accepted evidence or official sources are referenced here.","0","0.1846","0.1846","false","false","false","30","3726","fail_low_f1",""
"exact_07","exact_sft","qa_000453","app_no_rag","Real quick, what courses and course contents are listed for Master of Software Engineering (Software Technology)?","The listed core courses are WOX7001 Research Methodology, WOC7004 Architecting Software Systems, WOC7014 Framework Based Software Design and Development, WOC7015 Software Verification and Validation, WOC7016 Software Project Management, and dissertation components. The elective list includes WOC7017 Big Data Processing, WOC7018 Requirements Engineering, WOC7019 User Experience Design Studio, WOC7020 Advanced Internet of Things, WOA7015 Advanced Machine Learning, and WOA7017 Security Risk Analysis and Evaluation. The handbook also includes important dissertation rules on eligibility, repeat registration until completion, and supervisor appointment.","The specific courses and their contents for the Master of Software Engineering (Software Technology) program are not available through the current retrieval methods. For accurate and official information, please consult the Faculty of Computer Science and Information Technology's official resources or contact their academic office directly.","0","0.1905","0.1429","true","false","false","47","4092","fail_low_f1",""
"exact_08","exact_sft","qa_000939","app_no_rag","Could you explain how are placements approved or verified by the faculty before industrial training begins?","Before training begins, students must attend the required briefing and preparatory workshops, choose one placement, obtain an offer letter that states the training dates, general tasks, and department placement, email that offer letter to the Industrial Training Department Coordinator for approval, and register the internship placement in Maya and the career portal with the required documents.","The Faculty of Computer Science and Information Technology at Universiti Malaya typically verifies placements through a structured process. Students submit applications, and the university evaluates the company's credentials, training objectives, and alignment with academic standards. Faculty members review and approve placements to ensure they meet educational and professional requirements. Specific details, such as exact criteria or documentation, are not available in the provided evidence. For precise information, consult the faculty's official guidelines.","0","0.2308","0.1538","false","false","false","74","7392","fail_low_f1",""
"exact_09","exact_sft","qa_001006","app_no_rag","So basically, how can students interpret their results using the official university grading scheme?","Students interpret their results by referring to the official grading table, which links the marks obtained to a grade, a grade point, and the corresponding academic interpretation.","Students can interpret their results by referring to the official grading scheme outlined in the university's academic regulations, which typically include grade points (e.g., A*, A, B+) and corresponding grade descriptions. For precise details, consult the Faculty of Computer Science and Information Technology's official handbook or contact the academic office. Exact rules or scales may vary and should be verified directly with official sources.","0","0.4255","0.3617","false","false","false","67","4635","fail_low_f1",""
"exact_10","exact_sft","qa_000963","app_no_rag","Could you tell me what deliverables are required for Academic Project II besides the written report?","Besides the written report, Academic Project II requires project-progress documentation and submission materials through the ilmiah system for viva and final assessment, including items such as the progress logbook, presentation materials, and other required project submissions.","The exact deliverables for Academic Project II beyond the written report are not specified in the available information. It is recommended to consult official faculty guidelines or course syllabi for precise requirements, as deliverables may vary by department or instructor.","0","0.2597","0.1818","false","false","false","40","3399","fail_low_f1",""
"exact_11","exact_sft","qa_000664","app_no_rag","Quick one: which teaching labs mention Windows Active Directory, Windows 10, or direct Internet access?","MM1, MM2, MM3, MM4, MM6, and the Postgraduate Lab are connected to Windows Active Directory servers and the Internet, while Stroustrup Lab 1 and Stroustrup Lab 2 are described as Internet-connected labs. Windows 10 is specifically mentioned for MM1, MM2, MM6, and Stroustrup Lab 1.","The specific details about teaching labs mentioning Windows Active Directory, Windows 10, or direct Internet access are not available through the current retrieval methods. For exact information, please consult the official Faculty of Computer Science and Information Technology handbook or contact the university's IT department directly.","0","0.2581","0.172","true","false","false","47","4586","fail_low_f1",""
"exact_12","exact_sft","qa_000795","app_no_rag","Could you tell me what admission background or entry qualifications are described for Master of Computer Science (By Research)?","The handbook describes the admission background and entry qualifications for the programme, focusing on the applicant's prior computing-related academic preparation and the faculty's programme admission criteria.","The exact admission background or entry qualifications for the Master of Computer Science (By Research) program at the Faculty of Computer Science and Information Technology, Universiti Malaya, are not specified in the available information. For precise requirements, please consult the official university admissions guidelines or contact the faculty directly.","0","0.3077","0.2821","false","false","false","49","5016","fail_low_f1",""
"exact_13","exact_sft","qa_000907","app_no_rag","Quick one: what's the role of university courses within the shared undergraduate curriculum?","Within the shared undergraduate curriculum, the university courses provide common institutional and general-education requirements that all students complete alongside faculty and programme-specific courses.","The role of university courses within the shared undergraduate curriculum at the Faculty of Computer Science and Information Technology, Universiti Malaya, is to provide foundational knowledge and skills common to all students, ensuring a broad academic base before specializing. Specific courses or details are not specified in the available evidence. For precise information, consult official faculty resources.","0","0.4146","0.2927","false","false","false","57","4596","fail_low_f1",""
"exact_14","exact_sft","qa_000694","app_no_rag","Ngl, how is Internet access in the faculty building described for students?","Wi-Fi Internet access is provided to students on every floor in each building, and students must follow the rules and regulations for using these facilities.","The exact description of internet access in the Faculty of Computer Science and Information Technology building is not available through the current retrieval methods. For specific details, please contact the faculty office or visit their official website directly.","0","0.25","0.1875","true","false","false","38","4996","fail_low_f1",""
"exact_15","exact_sft","qa_000218","app_no_rag","What academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","The candidature requirements for the Master of Software Engineering (Software Technology) typically include academic and administrative conditions such as a relevant bachelor’s degree with a minimum GPA, language proficiency (e.g., IELTS/TOEFL for non-native speakers), submission of transcripts, letters of recommendation, a statement of purpose, and proof of financial support. Exact details, such as GPA thresholds or specific coursework, are not available in the provided evidence and should be confirmed directly with the Faculty of Computer Science and Information Technology.","0","0.2657","0.1678","false","false","false","83","6711","fail_low_f1",""
"exact_16","exact_sft","qa_000371","app_no_rag","How are plagiarism checking and originality expectations enforced in the academic project?","Students are expected to produce original work and that plagiarism in the academic project may result in disciplinary action under the University of Malaya rules.","Plagiarism checking and originality expectations in academic projects at the Faculty of Computer Science and Information Technology, Universiti Malaya, are enforced through standard academic integrity practices. These include the use of plagiarism detection tools, adherence to citation guidelines, and institutional policies on original work. Exact procedures may vary, and students are advised to consult official faculty guidelines or academic regulations for detailed information.","0","0.3182","0.1364","false","false","false","63","4162","fail_low_f1",""
"exact_17","exact_sft","qa_000387","app_no_rag","What policy links, regulations, or university rule documents are referenced for undergraduate students?","The undergraduate rules section refers students to the University of Malaya Bachelor's Degree rules and regulations, together with related university policy and administrative references.","The specific policy links, regulations, or university rule documents referenced for undergraduate students at the Faculty of Computer Science and Information Technology, Universiti Malaya, are not provided in the available evidence. For exact official information, please consult the university's official resources or contact the faculty directly.","0","0.3333","0.1944","false","false","false","47","3748","fail_low_f1",""
"exact_18","exact_sft","qa_000170","app_no_rag","What facilities and research focus are described for the Robotedge AI Robotic Lab?","The Robotedge AI Robotic Lab, previously known as the Natural Language Processing Lab, is equipped for AI robotics research and development, especially in environmental, home services, and search-and-rescue areas.","The exact facilities and research focus of the Robotedge AI Robotic Lab are not provided in the available information. For the most accurate and detailed description, please refer to official university resources or contact the Faculty of Computer Science and Information Technology directly.","0","0.3243","0.2432","false","false","false","43","3890","fail_low_f1",""
"exact_19","exact_sft","qa_000381","app_no_rag","What dress expectations are illustrated for official events?","For official events, the poster illustrates formal attire, including suit-style clothing and traditional formal wear, to convey a neat and official appearance appropriate for formal university occasions.","The Faculty of Computer Science and Information Technology handbook does not provide specific details on dress expectations for official events. For the most accurate and up-to-date information, please consult the faculty office directly.","0","0.254","0.1905","true","false","false","35","4146","fail_low_f1",""
"exact_20","exact_sft","qa_000862","app_no_rag","Hey, is Bachelor of Computer Science (Artificial Intelligence) listed among the undergraduate programmes offered by the faculty?","Yes. Bachelor of Computer Science (Artificial Intelligence) is listed among the faculty's six undergraduate programmes.","The Bachelor of Computer Science (Artificial Intelligence) program is not confirmed to be listed in the current available records. For the most accurate and up-to-date information, please consult the official Faculty of Computer Science and Information Technology website or contact their admissions office directly.","0","0.3226","0.3226","false","false","false","46","4729","fail_low_f1",""
"exact_21","exact_sft","qa_000658","app_no_rag","Real quick, what facilities and student access are described for Micro Lab 4 (MM4)?","Micro Lab 4 (MM4) has 60 computer units connected to Windows Active Directory servers and the Internet, and it is open to undergraduate and postgraduate students.","The exact facilities and student access details for Micro Lab 4 (MM4) are not specified in the available information. For precise details, please consult the official faculty resources or contact the relevant department directly.","0","0.2","0.1667","false","false","false","34","3978","fail_low_f1",""
"exact_22","exact_sft","qa_000472","app_no_rag","Could you list the programme goals, objectives, or learning outcomes for Master of Artificial Intelligence?","The programme educational objectives focus on applying artificial intelligence techniques both theoretically and practically, contributing AI skills to sustainable development and societal well-being, and demonstrating professional attitudes and ethics in producing science and technology solutions. The learning outcomes emphasise mastery of AI knowledge, recommending innovative AI solutions, evaluating AI tools for usability and effectiveness, communicating and presenting technical materials, using tools and techniques to design and validate AI-related knowledge, leadership and teamwork, lifelong learning with an entrepreneurial mindset, and professional ethics in research and service.","The specific programme goals, objectives, or learning outcomes for the Master of Artificial Intelligence at the Faculty of Computer Science and Information Technology, Universiti Malaya, are not currently accessible through the provided constraints. For exact official details, please refer directly to the university’s official documentation or contact their admissions office.","0","0.2029","0.1594","false","false","false","51","5041","fail_low_f1",""
"exact_23","exact_sft","qa_000962","app_no_rag","Could you tell me what deliverables are required for Academic Project I besides the written report?","Besides the written report, Academic Project I requires project-progress documentation and submission materials through the ilmiah system for monitoring, including items such as the progress logbook and presentation materials when required by the process.","The exact deliverables for Academic Project I, beyond the written report, are not specified in the available information. For precise requirements, please consult the official Faculty of Computer Science and Information Technology handbook or contact the relevant department directly.","0","0.2973","0.2432","false","false","false","39","4216","fail_low_f1",""
"exact_24","exact_sft","qa_000955","app_no_rag","Real quick, what implementation, development, or completion requirements apply in Academic Project II?","Academic Project II focuses on implementation and completion. The report extends Academic Project I by including detailed system analysis and design, system development, results and discussion, strengths, limitations and future work, together with the completed report structure such as abstract, introduction, references, appendices, and acknowledgment.","The specific implementation, development, or completion requirements for Academic Project II at Universiti Malaya's Faculty of Computer Science and Information Technology are not provided in the available evidence. For accurate and detailed information, please consult the official faculty handbook or contact the relevant department directly.","0","0.2418","0.1538","false","false","false","46","3686","fail_low_f1",""
"exact_25","exact_sft","qa_000105","app_no_rag","What is the process flow for Academic Project II?","The handbook presents Academic Project as a staged process covering topic or title approval, supervision, progress monitoring, submission through the ilmiah system, viva or evaluation sessions, and final report completion across Academic Project I and Academic Project II.","The exact process flow for Academic Project II at the Faculty of Computer Science and Information Technology, Universiti Malaya, is not available in the provided evidence. For precise details, please consult the official faculty handbook or contact the relevant department directly.","0","0.2278","0.1266","false","false","false","41","5140","fail_low_f1",""
"paraphrase_01","paraphrase","qa_000938","app_no_rag","Please explain this handbook question: Could you tell me what leave, absence, or emergency procedures are described during industrial training?","Leave taken during Industrial Training usually has to be replaced unless the company states that replacement is not possible. Approved sick leave does not need to be replaced, but the medical certificate and the company supervisor's approval must be included in the logbook.","The specific procedures for leave, absence, or emergency situations during industrial training are not detailed in the available evidence. For exact guidelines, please consult the official Faculty of Computer Science and Information Technology handbook or contact the faculty’s administrative office directly for accurate information.","0","0.2697","0.2022","false","false","false","45","4490","fail_low_f1",""
"paraphrase_02","paraphrase","qa_000744","app_no_rag","In simple terms, could you tell me what graduate capabilities or professional strengths does Master of Software Engineering (Software Technology) aim to develop?","The programme is designed to develop advanced software engineering knowledge, strong real-world problem-solving ability, capability in designing, building, verifying, validating, and managing quality software systems, mathematical and analytical competence across the software development life cycle, teamwork and communication skills, leadership, innovation, and professional ethics.","The Master of Software Engineering (Software Technology) program typically aims to develop technical expertise in software design, system architecture, and emerging technologies, alongside problem-solving, innovation, and ethical practices. It emphasizes professional strengths such as leadership in tech projects, adaptability to industry trends, and collaboration in multidisciplinary teams. For exact program details, consult the official Faculty of Computer Science and Information Technology handbook.","0","0.3303","0.1835","false","false","false","63","6183","fail_low_f1",""
"paraphrase_03","paraphrase","qa_000747","app_no_rag","For a student, could you tell me what academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","The candidature requirements for the Master of Software Engineering (Software Technology) typically include academic and administrative conditions such as: 1. **Academic Qualifications**: A relevant bachelor’s degree (or equivalent) with a minimum GPA/grade point requirement. 2. **Language Proficiency**: Proof of English proficiency (e.g., TOEFL, IELTS) for non-native speakers. 3. **Statement of Purpose**: A clear academic or professional rationale for pursuing the program. 4. **Recommendations**: Letters of recommendation from academic or professional referees. 5. **Work Experience**: Some programs may require relevant work experience, though this varies. Exact details are not available in the provided evidence. For official requirements, consult the Faculty of Computer Science and Information Technology’s website or contact their admissions office directly.","0","0.2599","0.1469","false","false","false","117","6733","fail_low_f1",""
"paraphrase_04","paraphrase","qa_000004","app_no_rag","Could you summarize this: What is the academic calendar for master and doctorate level in session 2025/2026?","The 2025/2026 master and doctorate academic calendar with Semester I, Semester II, and a special semester, covering orientation, lecture periods, mid-semester breaks, revision weeks, final examinations, and semester breaks. Semester I: Orientation (WOW) 05.10.2025-12.10.2025; lectures 13.10.2025-23.11.2025 and 01.12.2025-25.01.2026; mid-semester break 24.11.2025-30.11.2025; revision week 26.01.2026-01.02.2026; final examination 02.02.2026-22.02.2026; semester break 23.02.2026-08.03.2026. Semester II: lectures 09.03.2026-26.04.2026 and 04.05.2026-21.06.2026; break 27.04.2026-03.05.2026; revision week 22.06.2026-28.06.2026; final examination 29.06.2026-19.07.2026; semester break 20.07.2026-16.08.2026. Special semester: lectures 27.07.2026-13.09.2026; final examination 14.09.2026-20.09.2026; break 21.09.2026-28.09.2026. Public holidays listed include Deepavali, Christmas, New Year, Thaipusam, Federal Territory Day, Chinese New Year, Nuzul Al-Quran, Eidul Fitri, Labour Day, Eidul Adha, Wesak Day, His Majesty the King's Birthday, Awal Muharram, Prophet Muhammad's Birthday, National Day, and Malaysia Day. The notes state that the module registration and examination schedule can be referred to in the UM system guide, the calendar is subject to change, and UM PG iFest 2026 is scheduled for 09-11 June 2026.","The academic calendar for master's and doctorate levels for the 2025/2026 session is not accessible through the current system. For precise details, please consult the official Faculty of Computer Science and Information Technology handbook or contact the university's academic office directly.","0","0.1272","0.0707","false","false","false","44","4842","fail_low_f1",""
"paraphrase_05","paraphrase","qa_000916","app_no_rag","What should I know about this handbook topic: Hey, what elective focus areas are represented under specialization elective courses - computer system and network?","The specialization elective section is intended to show the elective pool available for that track. Students should use it as a selection list of approved elective options, checking the course code, title, credits, and semester/level planning shown in the curriculum table before choosing courses.","The exact elective focus areas under the specialization in computer systems and networks are not specified in the available information. For precise details, please refer to the official Faculty of Computer Science and Information Technology handbook or consult with your academic advisor.","0","0.2759","0.1609","false","false","false","42","2671","fail_low_f1",""
"paraphrase_06","paraphrase","qa_000165","app_no_rag","Please explain this handbook question: What is stated about the VLSI Research Lab and its access conditions?","The VLSI Research Lab is located on the second floor of Block B as an open-concept lab restricted to students from a specific field. All students can use its space and facilities with permission.","The handbook does not provide specific information about the VLSI Research Lab or its access conditions. For detailed guidelines, please consult official faculty resources or contact the Faculty of Computer Science and Information Technology directly.","0","0.2571","0.2","true","false","false","35","3944","fail_low_f1",""
"paraphrase_07","paraphrase","qa_000453","app_no_rag","In simple terms, real quick, what courses and course contents are listed for Master of Software Engineering (Software Technology)?","The listed core courses are WOX7001 Research Methodology, WOC7004 Architecting Software Systems, WOC7014 Framework Based Software Design and Development, WOC7015 Software Verification and Validation, WOC7016 Software Project Management, and dissertation components. The elective list includes WOC7017 Big Data Processing, WOC7018 Requirements Engineering, WOC7019 User Experience Design Studio, WOC7020 Advanced Internet of Things, WOA7015 Advanced Machine Learning, and WOA7017 Security Risk Analysis and Evaluation. The handbook also includes important dissertation rules on eligibility, repeat registration until completion, and supervisor appointment.","The Master of Software Engineering (Software Technology) program at Universiti Malaya typically includes courses such as software design, programming languages, database systems, software testing, and emerging technologies like AI or cloud computing. However, exact course contents and structures are not available in the current context. For precise information, consult the official Faculty of Computer Science and Information Technology handbook or contact their admissions office.","0","0.2517","0.1538","false","false","false","64","5729","fail_low_f1",""
"paraphrase_08","paraphrase","qa_000939","app_no_rag","For a student, could you explain how are placements approved or verified by the faculty before industrial training begins?","Before training begins, students must attend the required briefing and preparatory workshops, choose one placement, obtain an offer letter that states the training dates, general tasks, and department placement, email that offer letter to the Industrial Training Department Coordinator for approval, and register the internship placement in Maya and the career portal with the required documents.","The Faculty of Computer Science and Information Technology at Universiti Malaya verifies placements through internal guidelines, which typically involve assessing the suitability of the industrial training organization, ensuring alignment with academic objectives, and confirming compliance with university and departmental policies. Exact procedures are not specified here, as official documentation is unavailable. Students are advised to consult their faculty for detailed requirements.","0","0.2051","0.1368","false","false","false","61","6655","fail_low_f1",""
"paraphrase_09","paraphrase","qa_001006","app_no_rag","Could you summarize this: So basically, how can students interpret their results using the official university grading scheme?","Students interpret their results by referring to the official grading table, which links the marks obtained to a grade, a grade point, and the corresponding academic interpretation.","Students can interpret their results by referring to the official grading scheme, which typically defines grade categories (e.g., A, B, C) with corresponding percentage ranges and grade points. Each institution may have specific variations, so students should consult their faculty’s official handbook or contact the relevant department for precise details. Without access to the exact university grading scheme, this summary reflects general academic practices.","0","0.4301","0.3441","false","false","false","66","4643","fail_low_f1",""
"paraphrase_10","paraphrase","qa_000963","app_no_rag","What should I know about this handbook topic: Could you tell me what deliverables are required for Academic Project II besides the written report?","Besides the written report, Academic Project II requires project-progress documentation and submission materials through the ilmiah system for viva and final assessment, including items such as the progress logbook, presentation materials, and other required project submissions.","The official handbook details for Academic Project II deliverables are not accessible here. Common examples of deliverables (not guaranteed to be official) may include a project proposal, progress reports, prototype/demo, and a presentation. For precise requirements, consult your department’s guidelines or academic advisor directly.","0","0.2169","0.1928","false","false","false","46","5245","fail_low_f1",""
"paraphrase_11","paraphrase","qa_000664","app_no_rag","Please explain this handbook question: Quick one: which teaching labs mention Windows Active Directory, Windows 10, or direct Internet access?","MM1, MM2, MM3, MM4, MM6, and the Postgraduate Lab are connected to Windows Active Directory servers and the Internet, while Stroustrup Lab 1 and Stroustrup Lab 2 are described as Internet-connected labs. Windows 10 is specifically mentioned for MM1, MM2, MM6, and Stroustrup Lab 1.","The exact official evidence regarding specific teaching labs and their configurations (e.g., Windows Active Directory, Windows 10, or direct Internet access) is unavailable. This answer is based on the model only. For precise information, consult the official Faculty of Computer Science and Information Technology handbook or contact the university's IT department directly.","0","0.26","0.18","false","false","false","54","6958","fail_low_f1",""
"paraphrase_12","paraphrase","qa_000795","app_no_rag","In simple terms, could you tell me what admission background or entry qualifications are described for Master of Computer Science (By Research)?","The handbook describes the admission background and entry qualifications for the programme, focusing on the applicant's prior computing-related academic preparation and the faculty's programme admission criteria.","The Master of Computer Science (By Research) typically requires a relevant bachelor’s degree (or equivalent) with a strong academic record, proficiency in English, and a research proposal aligned with the faculty's expertise. Exact entry qualifications may vary, and official details should be confirmed directly with Universiti Malaya’s Faculty of Computer Science and Information Technology.","0","0.2326","0.1628","false","false","false","57","4758","fail_low_f1",""
"paraphrase_13","paraphrase","qa_000907","app_no_rag","For a student, quick one: what's the role of university courses within the shared undergraduate curriculum?","Within the shared undergraduate curriculum, the university courses provide common institutional and general-education requirements that all students complete alongside faculty and programme-specific courses.","University courses within the shared undergraduate curriculum provide foundational knowledge and transferable skills essential for all students, ensuring a common academic base before specializing. These courses typically cover core subjects like mathematics, programming fundamentals, and interdisciplinary topics, fostering collaboration and a broad understanding of computer science and information technology. For exact details, consult official faculty resources.","0","0.3704","0.2469","false","false","false","56","4474","fail_low_f1",""
